;data_PV_Aufdach_Erfurt;data_PV_Aufdach_Nordhausen;data_PV_Aufdach_Gera;data_PV_Aufdach_Hildburghausen
3894;0,15188085;0,136160187;0,057018948;0,140685584
3895;0,337557947;0,278550079;0,17175754;0,342867355
3896;0,526214092;0,428350026;0,276240908;0,345677368
3897;0,665498763;0,556902711;0,142985605;0,500025829
3898;0,749457237;0,629409237;0,235366895;0,270064658
3899;0,786690513;0,618027118;0,279551763;0,378838895
3900;0,785508237;0,588682105;0,242910829;0,241092868
3901;0,744629408;0,558450987;0,310331881;0,097119786
3902;0,669064855;0,499698355;0,268928132;0,207688145
3903;0,556519855;0,412048579;0,099195873;0,222915671
3904;0,407673434;0,303758329;0,08513473;0,137530038
3905;0,234367618;0,184300263;0,105005882;0,125603736
3906;0,075428506;0,081757176;0,060078178;0,060051931
3907;0,020391738;0,02358569;0,023615067;0,012441614
3908;0,000684706;0,000722532;0,00059332;0,000172316
3909;0;0;0;0
3910;0;0;0;0
3911;0;0;0;0
3912;0;0;0;0
3913;0;0;0;0
3914;0;0;0;0
3915;0;0;0;0
3916;0,004526221;0,00445566;0,005246295;0,002500021
3917;0,044975621;0,041266982;0,046593967;0,046275162
3918;0,149606594;0,140998852;0,154105263;0,113498526
3919;0,330683408;0,300512487;0,331068671;0,216594947
3920;0,516895539;0,473579921;0,510473684;0,297545961
3921;0,650283276;0,605132842;0,627039869;0,31945395
3922;0,730750303;0,687085539;0,729170724;0,219083506
3923;0,762758448;0,72463425;0,37665975;0,198032487
3924;0,762556184;0,720998329;0,413806342;0,271945224
3925;0,724162303;0,686866421;0,377743303;0,400741105
3926;0,65140054;0,621595619;0,336539408;0,423088777
3927;0,544439448;0,520933579;0,266785587;0,446363487
3928;0,404095303;0,393642632;0,202857908;0,235542671
3929;0,231097697;0,230298276;0,123904725;0,189412223
3930;0,074025667;0,087297742;0,063169192;0,072631978
3931;0,018144932;0,02202092;0,020295182;0,030315636
3932;0,00085926;0,00148283;0,000227626;0,001192558
3933;0;0;0;0
3934;0;0;0;0
3935;0;0;0;0
3936;0;0;0;0
3937;0;0;0;0
3938;0;0;0;0
3939;0;0;0;0
3940;0,004636748;0,004756864;0,007153013;0
3941;0,043915184;0,055619479;0,047823197;0,025585086
3942;0,156200132;0,139128158;0,164073947;0,07923876
3943;0,342318355;0,300948316;0,179244407;0,145615027
3944;0,536163513;0,473854421;0,322058329;0,160401908
3945;0,674393526;0,589914947;0,56932504;0,202585816
3946;0,756895224;0,684590961;0,792202185;0,170551184
3947;0,793863632;0,390151184;0,447394066;0,206693684
3948;0,789421066;0,427382052;0,384591355;0,243553737
3949;0,749382592;0,378482526;0,41197875;0,215405447
3950;0,674364632;0,362652785;0,212583395;0,252491842
3951;0,561667934;0,308477803;0,418191119;0,218012475
3952;0,41761804;0,220647434;0,380577395;0,192432928
3953;0,242272737;0,146754442;0,196542;0,125879921
3954;0,076824123;0,069754303;0,072660632;0,072197353
3955;0,019461809;0,022890651;0,012131744;0,024055013
3956;0,000761677;0,000430397;0,000824297;0,000442778
3957;0;0;0;0
3958;0;0;0;0
3959;0;0;0;0
3960;0;0;0;0
3961;0;0;0;0
3962;0;0;0;0
3963;0;0;0;0
3964;0,002056648;0;0,005328951;0
3965;0,036410499;0,03665962;0,0514779;0,036523188
3966;0,130548829;0,126217027;0,148844013;0,088868412
3967;0,254957527;0,178099934;0,314288053;0,202058487
3968;0,393563171;0,290162874;0,477986369;0,26423996
3969;0,479028987;0,305877276;0,598776;0,259291737
3970;0,544357579;0,311227619;0,683006566;0,280517329
3971;0,592346921;0,410305264;0,716295711;0,132428191
3972;0,600040145;0,493969974;0,714976184;0,329012329
3973;0,563772434;0,49057725;0,674896776;0,284825534
3974;0,510213632;0,550856487;0,603919263;0,342879395
3975;0,421802961;0,445778369;0,513038092;0,245000881
3976;0,319332592;0,299626382;0,373464474;0,110721742
3977;0,199537421;0,193799408;0,216898342;0,051619725
3978;0,08274971;0,080819061;0,07529222;0,011057823
3979;0,02642231;0,031435788;0,019392944;0,011940774
3980;0,000417796;0,003912347;0,000668793;0,00027214
3981;0;0;0;0
3982;0;0;0;0
3983;0;0;0;0
3984;0;0;0;0
3985;0;0;0;0
3986;0;0;0;0
3987;0;0;0;0
3988;0;0,00331342;0,004736435;0
3989;0,007170084;0,039850417;0,044744945;0,0116401
3990;0,02401273;0,129958895;0,152361947;0,012519054
3991;0,039446131;0,260336764;0,312985382;0,098836855
3992;0,049745901;0,389527539;0,478937487;0,260536619
3993;0,062944536;0,474962053;0,60516896;0,379989868
3994;0,076738161;0,550170237;0,680353066;0,349503513
3995;0,076330504;0,591629369;0,712419;0,461029973
3996;0,08260307;0,563676119;0,721520842;0,462568619
3997;0,081344945;0,524781395;0,689271908;0,394552816
3998;0,07459682;0,494928316;0,610353158;0,445024697
3999;0,061867966;0,397993697;0,519426237;0,435886737
4000;0,049102753;0,302385829;0,366910184;0,260789447
4001;0,03446805;0,176770776;0,21543675;0,138298398
4002;0,015794345;0,089921144;0,075405391;0,070806553
4003;0,003568991;0,026234495;0,020320465;0,017346956
4004;0;0,000600185;0,000607479;0,000851215
4005;0;0;0;0
4006;0;0;0;0
4007;0;0;0;0
4008;0;0;0;0
4009;0;0;0;0
4010;0;0;0;0
4011;0;0;0;0
4012;0;0,005502088;0,005159191;0
4013;0,033189458;0,038228941;0,04592987;0,035361644
4014;0,080752362;0,14068727;0,149944421;0,129800455
4015;0,122508868;0,340459461;0,308333329;0,305239184
4016;0,176436079;0,424367368;0,459183118;0,519089132
4017;0,264825079;0,507131526;0,583685724;0,613408776
4018;0,179277395;0,535674711;0,661684658;0,567540789
4019;0,185643869;0,373483737;0,695050855;0,507981513
4020;0,225860526;0,430726618;0,687798276;0,387483237
4021;0,18725475;0,397724013;0,659991908;0,384981434
4022;0,177606316;0,294432553;0,596536658;0,298268329
4023;0,118205961;0,240138861;0,495306355;0,31449754
4024;0,11200804;0,112581841;0,369445698;0,186216948
4025;0,098682991;0,108003951;0,218463474;0,178331092
4026;0,055232049;0,062068062;0,070276334;0,087939446
4027;0,026462041;0,026309862;0,024558046;0,025985518
4028;0,001838909;0,00053313;0,000846866;0,002852079
4029;0;0;0;0
4030;0;0;0;0
4031;0;0;0;0
4032;0;0;0;0
4033;0;0;0;0
4034;0;0;0;0
4035;0;0;0;0
4036;0,001888938;0;0;0
4037;0,039406642;0,0473055;0,012830275;0,038459136
4038;0,133651883;0,119270732;0,040038233;0,112090149
4039;0,281470855;0,15495525;0,051196658;0,179956421
4040;0,414018237;0,188694671;0,032612286;0,271473276
4041;0,515698816;0,059109241;0,226616605;0,35214979
4042;0,574964329;0,140333791;0,142414934;0,282337698
4043;0,632187947;0,271653869;0,357408631;0,209997316
4044;0,637177105;0,375954237;0,40288654;0,140739039
4045;0,596765408;0,593890382;0,518022434;0,055195689
4046;0,545701184;0,409272276;0,347553119;0,096322772
4047;0,454234895;0,27234975;0,118764592;0,078994599
4048;0,339036395;0,123421461;0,226674395;0,109308789
4049;0,202619526;0,190592092;0,108173949;0,081792332
4050;0,081443909;0,097091854;0,037532337;0,038592774
4051;0,024932907;0,034035593;0,02100356;0,020245579
4052;0,000581316;0,005276733;0,001171094;0,001439271
4053;0;0;0;0
4054;0;0;0;0
4055;0;0;0;0
4056;0;0;0;0
4057;0;0;0;0
4058;0;0;0;0
4059;0;0;0;0
4060;0;0;0;0
4061;0,017517555;0,039870403;0,033115415;0,015582041
4062;0,046613712;0,046061822;0,106236316;0,043461537
4063;0,090877319;0,155307043;0,185321211;0,078125108
4064;0,129503803;0,23233054;0,290011658;0,107941106
4065;0,152805;0,232027145;0,33017775;0,134586869
4066;0,182494342;0,273438119;0,339308487;0,158822329
4067;0,198427382;0,446141961;0,330717119;0,167069368
4068;0,214097961;0,58244325;0,326486447;0,178415368
4069;0,195130974;0,726678553;0,379578119;0,169614513
4070;0,176727434;0,546835303;0,3311385;0,149961277
4071;0,146067711;0,512869539;0,290416184;0,123874145
4072;0,122289028;0,33328875;0,194748118;0,096444853
4073;0,083714313;0,238940211;0,12221366;0,069144865
4074;0,047306945;0,08040394;0,06795705;0,037402552
4075;0,016523383;0,033445176;0,015521241;0,01123083
4076;0,000428011;0,001605601;0,000282102;0,000231851
4077;0;0;0;0
4078;0;0;0;0
4079;0;0;0;0
4080;0;0;0;0
4081;0;0;0;0
4082;0;0;0;0
4083;0;0;0;0
4084;0,001742604;0;0,004771973;0
4085;0,037690295;0,030392592;0,043861248;0,002430293
4086;0,067313902;0,074392389;0,164751047;0,009277474
4087;0,14617125;0,134382197;0,308482619;0,059661612
4088;0,284194184;0,16803975;0,472965908;0,17068097
4089;0,352513382;0,205626987;0,587056776;0,230163434
4090;0,632243329;0,223697515;0,63602854;0,307216066
4091;0,8221275;0,238615145;0,319395197;0,157640053
4092;0,740841789;0,237387118;0,371275698;0,249159316
4093;0,45515471;0,23665271;0,36733879;0,397810697
4094;0,235364487;0,230204368;0,326968749;0,323609013
4095;0,043323565;0,198851171;0,280536592;0,212677303
4096;0,030428325;0,152049884;0,201831422;0,290505276
4097;0,019128508;0,10160473;0,11328928;0,192101842
4098;0,009687948;0,052661139;0,061289108;0,082795701
4099;0,002185307;0,015086159;0,019279435;0,030401838
4100;0;0,000472701;0,000196024;0,002442641
4101;0;0;0;0
4102;0;0;0;0
4103;0;0;0;0
4104;0;0;0;0
4105;0;0;0;0
4106;0;0;0;0
4107;0;0;0;0
4108;0;0;0;0
4109;0,015931812;0,002268673;0,03663034;0,008279787
4110;0,068829912;0,024800834;0,060261419;0,027884384
4111;0,126253145;0,07276393;0,096394528;0,056016059
4112;0,283681303;0,127088684;0,095284248;0,074975822
4113;0,316931921;0,132241579;0,146766;0,108148425
4114;0,220613724;0,137498013;0,270842408;0,113032358
4115;0,252397934;0,199778211;0,270023724;0,130611434
4116;0,058101055;0,198680211;0,28104225;0,146233855
4117;0,161220351;0,176337356;0,206674421;0,141767211
4118;0,178571882;0,173122816;0,273009513;0,121833454
4119;0,317849329;0,173992066;0,302525487;0,109303492
4120;0,203573053;0,11529;0,185624605;0,089991695
4121;0,173799435;0,074424896;0,110035974;0,052049775
4122;0,079084413;0,044639961;0,073086829;0,029782046
4123;0,032664296;0,010029676;0,028399914;0,008604082
4124;0,001727448;0,000318422;0,000899546;0,000231163
4125;0;0;0;0
4126;0;0;0;0
4127;0;0;0;0
4128;0;0;0;0
4129;0;0;0;0
4130;0;0;0;0
4131;0;0;0;0
4132;0;0,007415526;0;0
4133;0,020387837;0,008198328;0,025010971;0,043746391
4134;0,066134514;0,026721299;0,060376034;0,130045338
4135;0,105772314;0,119561605;0,12614479;0,293317698
4136;0,145318855;0,107099065;0,174801119;0,458386105
4137;0,163982448;0,155925632;0,219990079;0,587237369
4138;0,172017592;0,053195933;0,269645684;0,663288316
4139;0,183414158;0,143219894;0,269794974;0,369917645
4140;0,139580842;0,284090645;0,274389237;0,397030539
4141;0,138598421;0,270192277;0,24489975;0,376840342
4142;0,132530286;0,432390474;0,226163921;0,33713175
4143;0,085214913;0,522226619;0,20817454;0,291699833
4144;0,071003278;0,357461605;0,173671816;0,210403287
4145;0,049560012;0,206130237;0,12194807;0,131252657
4146;0,025657322;0,084027339;0,062531822;0,076409001
4147;0,004127999;0,025676345;0,022581237;0,020789209
4148;0;0,001941919;0,000410021;0,000413477
4149;0;0;0;0
4150;0;0;0;0
4151;0;0;0;0
4152;0;0;0;0
4153;0;0;0;0
4154;0;0;0;0
4155;0;0;0;0
4156;0;0;0;0
4157;0,0149851;0,030678168;0,035645511;0,035937588
4158;0,045491151;0,069803906;0,072402265;0,128411822
4159;0,073009054;0,121952163;0,111490342;0,268783658
4160;0,098482172;0,179007711;0,148636934;0,416120329
4161;0,118933145;0,235263355;0,181297618;0,532520368
4162;0,139819224;0,25615425;0,199686711;0,60041096
4163;0,157286092;0,270637737;0,21589425;0,650637237
4164;0,159942;0,270331934;0,168425013;0,644932934
4165;0,153197487;0,264627632;0,195653487;0,630141237
4166;0,130023908;0,242316079;0,191015882;0,570866092
4167;0,115208131;0,207847066;0,138678122;0,480801198
4168;0,096345648;0,152990889;0,082665675;0,361509276
4169;0,063802709;0,110816613;0,027561245;0,215607711
4170;0,033204387;0,063882652;0,008387324;0,087194925
4171;0,011876508;0,022125182;0,001444732;0,023447597
4172;0,000295295;0,000488066;0;0,00106494
4173;0;0;0;0
4174;0;0;0;0
4175;0;0;0;0
4176;0;0;0;0
4177;0;0;0;0
4178;0;0;0;0
4179;0;0;0;0
4180;0;0;0,004347358;0
4181;0,036124922;0,029361146;0,047443232;0,034629379
4182;0,136033773;0,081507478;0,143185461;0,134742178
4183;0,265022526;0,142113947;0,307931211;0,273163619
4184;0,392896184;0,210072442;0,472510816;0,379898368
4185;0,491889553;0,2707485;0,588961421;0,482573408
4186;0,568744737;0,302147447;0,664574132;0,537458961
4187;0,607653908;0,367283408;0,705965842;0,530235276
4188;0,583334171;0,338706513;0,719840131;0,507114671
4189;0,566387408;0,286708027;0,682185473;0,540870948
4190;0,50201475;0,253002316;0,613399145;0,502498737
4191;0,426929368;0,225251329;0,512893619;0,454128947
4192;0,306866921;0,187514803;0,374528763;0,328643921
4193;0,197442553;0,122772774;0,219696316;0,220122513
4194;0,088590059;0,065414554;0,075728289;0,084663746
4195;0,024230886;0,02558157;0,026524405;0,024988168
4196;0,000638947;0,000580953;0,000904817;0,001726268
4197;0;0;0;0
4198;0;0;0;0
4199;0;0;0;0
4200;0;0;0;0
4201;0;0;0;0
4202;0;0;0;0
4203;0;0;0;0
4204;0;0;0,00336224;0
4205;0,022853642;0,036578329;0,049532803;0,035564124
4206;0,068546985;0,088772337;0,129183553;0,100009741
4207;0,097886459;0,179198416;0,354779211;0,158362421
4208;0,129318395;0,253221434;0,417475974;0,235006914
4209;0,180570434;0,352554316;0,359599816;0,305501645
4210;0,208099895;0,376797;0,360225868;0,387846829
4211;0,218846329;0,386784947;0,457052132;0,371280513
4212;0,241714105;0,385653237;0,570998526;0,374035145
4213;0,236566026;0,434321605;0,45231821;0,35390996
4214;0,219484421;0,378294711;0,348494846;0,33485629
4215;0,16520325;0,30100129;0,35021625;0,264379619
4216;0,142424566;0,230647421;0,16516954;0,227897605
4217;0,118136132;0,139353296;0,102840221;0,140098299
4218;0,069545538;0,077330744;0,054213509;0,072894198
4219;0,028264832;0,027657561;0,004648826;0,022454582
4220;0,001256488;0,000571627;0;0,000451425
4221;0;0;0;0
4222;0;0;0;0
4223;0;0;0;0
4224;0;0;0;0
4225;0;0;0;0
4226;0;0;0;0
4227;0;0;0;0
4228;0;0;0;0
4229;0,025276514;0,027249302;0,034741346;0,01427754
4230;0,051547488;0,068457651;0,10151612;0,039148516
4231;0,06612103;0,122968776;0,11364276;0,080274636
4232;0,096961105;0,168196263;0,147821621;0,127381725
4233;0,117796618;0,204394145;0,445828934;0,160681224
4234;0,156595026;0,225995369;0,421148013;0,190023829
4235;0,145901566;0,234637303;0,349448132;0,184134119
4236;0,190134592;0,233592276;0,322804776;0,180168316
4237;0,156814145;0,219638526;0,204264118;0,179578382
4238;0,16320229;0,217912066;0,16896679;0,135364618
4239;0,174030592;0,188446658;0,141650428;0,127226416
4240;0,137541355;0,137546171;0,031124207;0,079485087
4241;0,089936795;0,100827221;0,090730919;0,05837387
4242;0,055718443;0,06033823;0,065231313;0,032884619
4243;0,022858097;0,019886104;0,033537639;0,013938267
4244;0,00046483;0,000511976;0,004108663;0,000334552
4245;0;0;0;0
4246;0;0;0;0
4247;0;0;0;0
4248;0;0;0;0
4249;0;0;0;0
4250;0;0;0;0
4251;0;0;0;0
4252;0,002582528;0;0;0
4253;0,040148756;0,000732429;0,001273081;0,0055338
4254;0,133219184;0,080201676;0,024741118;0,018855501
4255;0,304979132;0,194767382;0,077841939;0,036343078
4256;0,494006092;0,514499684;0,054047124;0,056545074
4257;0,625638474;0,361494829;0,058305726;0,069056736
4258;0,706247566;0,463806276;0,120546434;0,076754534
4259;0,742878868;0,434995816;0,34536675;0,079314127
4260;0,738901027;0,560008895;0,378537908;0,073774283
4261;0,70845079;0,233259987;0,362838434;0,068735282
4262;0,635631237;0,572448079;0,29420621;0,066101767
4263;0,527531211;0,229956355;0,236118158;0,060904567
4264;0,39597829;0,088582595;0,20683575;0,049316092
4265;0,236142237;0,021906448;0,15677321;0,031970582
4266;0,083001336;0,008697051;0,080742008;0,017734867
4267;0,027200301;0,001910342;0,028362592;0,005407939
4268;0,000897254;0;0,001635336;0,000120431
4269;0;0;0;0
4270;0;0;0;0
4271;0;0;0;0
4272;0;0;0;0
4273;0;0;0;0
4274;0;0;0;0
4275;0;0;0;0
4276;0,002866475;0;0;0
4277;0,040781309;0,026773863;0,016025262;0,012458014
4278;0,13465742;0,070765377;0,045720624;0,040526795
4279;0,317468882;0,120758329;0,079490143;0,067769957
4280;0,5048055;0,169823518;0,123002487;0,098441479
4281;0,644256316;0,199537421;0,13090279;0,130929276
4282;0,730521553;0,243021592;0,155887106;0,11917875
4283;0,768761329;0,249640895;0,134452027;0,141148382
4284;0,764419895;0,256180737;0,139260592;0,133527395
4285;0,731838671;0,258150395;0,142778526;0,139973329
4286;0,663126987;0,224986461;0,108712113;0,124911947
4287;0,557812895;0,183623645;0,086462685;0,090843367
4288;0,413105645;0,149012566;0,086319174;0,070562874
4289;0,245142947;0,107146741;0,057383503;0,057187982
4290;0,082561172;0,054854009;0,03170788;0,031096997
4291;0,023124217;0,020053381;0,009281856;0,00938725
4292;0,001340764;0,000542121;0,000221081;0,000268029
4293;0;0;0;0
4294;0;0;0;0
4295;0;0;0;0
4296;0;0;0;0
4297;0;0;0;0
4298;0;0;0;0
4299;0;0;0;0
4300;0;0;0;0
4301;0,039887499;0,034759164;0,039350779;0,030711253
4302;0,11620789;0,101267866;0,11378025;0,121051129
4303;0,244796211;0,210871381;0,217413632;0,268639184
4304;0,308227381;0,325903737;0,161442118;0,419763474
4305;0,443967632;0,425491855;0,187979526;0,543016381
4306;0,313440474;0,484003698;0,288701763;0,603064461
4307;0,341092737;0,529375658;0,457610763;0,679392316
4308;0,314943;0,488776145;0,368530697;0,669406776
4309;0,318424816;0,48151875;0,219426632;0,634716237
4310;0,494039803;0,437456685;0,108898244;0,555012513
4311;0,544827119;0,392438684;0,114398116;0,478157329
4312;0,423317527;0,294781697;0,096207193;0,357769816
4313;0,262373842;0,172501579;0,028717395;0,209339961
4314;0,096646875;0,078990506;0,008002734;0,082928617
4315;0,028890884;0,029672391;0,001259627;0,023116849
4316;0,004208398;0,000670351;0;0,000538408
4317;0;0;0;0
4318;0;0;0;0
4319;0;0;0;0
4320;0;0;0;0
4321;0;0;0;0
4322;0;0;0;0
4323;0;0;0;0
4324;0;0;0,003438996;0
4325;0,017226151;0,035435783;0,054034603;0,03309555
4326;0,056190872;0,102979638;0,151991132;0,120961074
4327;0,106626876;0,199330342;0,307825263;0,249799816
4328;0,158328711;0,256373369;0,487076171;0,391740395
4329;0,230661868;0,302024645;0,61767075;0,479751355
4330;0,241145842;0,352516512;0,700976684;0,53281654
4331;0,209956382;0,360803763;0,361030105;0,61610321
4332;0,218778908;0,403136961;0,404071224;0,620817869
4333;0,20478904;0,388087619;0,394550408;0,595489224
4334;0,161887579;0,345804987;0,359985079;0,529089118
4335;0,127606382;0,297500211;0,299554145;0,44184146
4336;0,122299382;0,220907487;0,220604092;0,335345092
4337;0,090023961;0,158772486;0,144284424;0,204220776
4338;0,059544348;0,074995086;0,075278495;0,070893959
4339;0,018781531;0,025352724;0,024575624;0,022948682
4340;0,000648232;0,000643828;0,000378442;0,000464565
4341;0;0;0;0
4342;0;0;0;0
4343;0;0;0;0
4344;0;0;0;0
4345;0;0;0;0
4346;0;0;0;0
4347;0;0;0;0
4348;0;0;0;0
4349;0,013002512;0,023528407;0,037545942;0,03183887
4350;0,038169225;0,063434061;0,129595303;0,129959858
4351;0,068338942;0,109515869;0,281461224;0,274389237
4352;0,097369484;0,155393487;0,420180039;0,439460053
4353;0,117957947;0,19164675;0,535231658;0,547487842
4354;0,137717131;0,228456237;0,590738447;0,57435754
4355;0,153549039;0,2443965;0,624713842;0,569982395
4356;0,15221025;0,243941408;0,623363013;0,550129303
4357;0,145299592;0,239710737;0,587136237;0,520818
4358;0,130801658;0,214714382;0,529004842;0,491499474
4359;0,112451092;0,185289908;0,431916119;0,37314904
4360;0,089925478;0,144589263;0,320132013;0,26755804
4361;0,060269365;0,097180705;0,195068369;0,179132921
4362;0,032747609;0,050247225;0,07506949;0,074582132
4363;0,01061583;0,01611917;0,022717957;0,028077257
4364;0,000311904;0,000469807;0,000394298;0,000693428
4365;0;0;0;0
4366;0;0;0;0
4367;0;0;0;0
4368;0;0;0;0
4369;0;0;0;0
4370;0;0;0;0
4371;0;0;0;0
4372;0;0;0;0
4373;0,035101326;0,035338745;0,037829471;0,034191864
4374;0,120842124;0,0950502;0,122196083;0,120278917
4375;0,256792342;0,191349857;0,198704289;0,277362987
4376;0,399486592;0,282409934;0,273197329;0,446938974
4377;0,499185474;0,378287487;0,370401632;0,573078947
4378;0,566919552;0,411526065;0,384661184;0,65025679
4379;0,611602855;0,417143684;0,438012908;0,694078066
4380;0,615404921;0,392084724;0,426953448;0,694858224
4381;0,595407355;0,38114325;0,335140421;0,660509605
4382;0,533524461;0,337324381;0,175275474;0,592077237
4383;0,454680356;0,279636039;0,138161629;0,492277224
4384;0,339399987;0,230522211;0,085569837;0,367011316
4385;0,208858382;0,161092974;0,019938259;0,223799368
4386;0,081276561;0,077640158;0,021373678;0,081127512
4387;0,026875934;0,025722095;0,004508807;0,024078225
4388;0,000524394;0,000586149;5,82E-05;0,000804726
4389;0;0;0;0
4390;0;0;0;0
4391;0;0;0;0
4392;0;0;0;0
4393;0;0;0;0
4394;0;0;0;0
4395;0;0;0;0
4396;0;0;0;0
4397;0,041692457;0,046446339;0,037217866;0,030929167
4398;0,132407483;0,139633575;0,104617729;0,12650164
4399;0,312751816;0,286404632;0,202576184;0,265783421
4400;0,492209802;0,480334066;0,277495421;0,427642105
4401;0,628645934;0,633818092;0,34254229;0,546654711
4402;0,693830053;0,718455592;0,374776776;0,626312684
4403;0,357358066;0,425600211;0,400011513;0,679572908
4404;0,399483221;0,409026671;0,432197842;0,66572029
4405;0,400538842;0,341217948;0,442506039;0,638539974
4406;0,335935027;0,283151566;0,345759237;0,570923882
4407;0,285696711;0,228040634;0,266879013;0,479375724
4408;0,220129737;0,166992316;0,209113137;0,359900803
4409;0,149116105;0,125039807;0,130897251;0,220500553
4410;0,07786048;0,056035322;0,060629104;0,081193488
4411;0,027348387;0,020379121;0,019402383;0,024287231
4412;0,000516602;0,000461187;0,000305152;0,00062489
4413;0;0;0;0
4414;0;0;0;0
4415;0;0;0;0
4416;0;0;0;0
4417;0;0;0;0
4418;0;0;0;0
4419;0;0;0;0
4420;0;0;0,001965857;0
4421;0,030308653;0,015175203;0,036190417;0,03900958
4422;0,145250953;0,053906984;0,14086714;0,117026574
4423;0,291042237;0,091843366;0,302530303;0,267663987
4424;0,468853224;0,129029447;0,482072566;0,431138369
4425;0,602879053;0,144560369;0,604203394;0,550663855
4426;0,677937947;0,175944869;0,683271434;0,640119553
4427;0,715647987;0,222617092;0,715395158;0,673911947
4428;0,721381184;0,220753381;0,718395394;0,680196553
4429;0,675462631;0,212438921;0,674027526;0,625395276
4430;0,619115487;0,216426395;0,611915882;0,580724013
4431;0,510895066;0,183847579;0,51874721;0,487408461
4432;0,37806596;0,151244684;0,373616171;0,365966289
4433;0,237813316;0,114745094;0,220567974;0,217618303
4434;0,088369015;0,067740821;0,080487494;0,092996747
4435;0,025567026;0,022121329;0,025199822;0,025883303
4436;0,00060351;0,000798588;0,000433985;0,000674047
4437;0;0;0;0
4438;0;0;0;0
4439;0;0;0;0
4440;0;0;0;0
4441;0;0;0;0
4442;0;0;0;0
4443;0;0;0;0
4444;0;0,003536686;0;0
4445;0,021942182;0,035013438;0,0395574;0,022545841
4446;0,062672925;0,083691438;0,136315255;0,013544528
4447;0,113334067;0,127051362;0,255632219;0,150350152
4448;0,173199868;0,228971526;0,452091869;0,245301868
4449;0,205222461;0,183775342;0,688559171;0,351449092
4450;0,217697763;0,397358013;0,755313237;0,6923805
4451;0,252995092;0,160795839;0,599922158;0,812028789
4452;0,274560197;0,14288351;0,627771869;0,5941095
4453;0,251355316;0,704301987;0,449113303;0,595116
4454;0,281754987;0,468624474;0,358044316;0,214628661
4455;0,224704737;0,366105947;0,186094145;0,236159333
4456;0,164817987;0,354133895;0,04592698;0,107276045
4457;0,123968053;0,22688629;0,0199117;0,154122119
4458;0,062612728;0,086236342;0,008454841;0,013367765
4459;0,019229785;0,028809497;0,001988454;0,008232014
4460;0,000443211;0,001896265;0;0,000296111
4461;0;0;0;0
4462;0;0;0;0
4463;0;0;0;0
4464;0;0;0;0
4465;0;0;0;0
4466;0;0;0;0
4467;0;0;0;0
4468;0;0;0;0
4469;0,01071766;0,034048354;0,039175966;0,030841038
4470;0,033667425;0,088121001;0,135233629;0,118824308
4471;0,07027513;0,174056116;0,283907645;0,24271579
4472;0,090491092;0,250685921;0,439879026;0,382655408
4473;0,118461198;0,311400987;0,552640737;0,492640816
4474;0,130007053;0,382400171;0,600037737;0,549849987
4475;0,143532197;0,422429013;0,647995776;0,588169224
4476;0,150399513;0,401152855;0,661053789;0,627925974
4477;0,12042604;0,379638316;0,627603316;0,631494474
4478;0,121692592;0,368783527;0,575787829;0,574437
4479;0,096179021;0,291222829;0,493199448;0,484952408
4480;0,082153997;0,22964983;0,34774575;0,354646776
4481;0,05545815;0,160860371;0,211658763;0,214656593
4482;0,024968665;0,082498326;0,069184354;0,086833018
4483;0,007054458;0,027213304;0,022303775;0,025831413
4484;0,000180005;0,000570623;0,000343337;0,000802186
4485;0;0;0;0
4486;0;0;0;0
4487;0;0;0;0
4488;0;0;0;0
4489;0;0;0;0
4490;0;0;0;0
4491;0;0;0;0
4492;0;0;0;0
4493;0,028626738;0,026405672;0,042009095;0,02962457
4494;0,08662907;0,073467517;0,136382917;0,113587378
4495;0,152092263;0,126046788;0,291509369;0,228417711
4496;0,195427145;0,168485211;0,462479526;0,360028421
4497;0,231747829;0,214755316;0,583996342;0,482214632
4498;0,293081724;0,244675816;0,677516566;0,518790553
4499;0,304666105;0,244885303;0,700088171;0,531757066
4500;0,307126974;0,237700145;0,690726277;0,558289658
4501;0,28414121;0,217028368;0,659539223;0,552573316
4502;0,286358882;0,208993224;0,603512329;0,492154421
4503;0,270719605;0,184179387;0,495944447;0,416002342
4504;0,208018026;0,136643692;0,365662895;0,339021948
4505;0,142109854;0,099352867;0,214781803;0,214317079
4506;0,068101283;0,05853255;0,083489175;0,086131599
4507;0,024580704;0,019110401;0,020366552;0,022650271
4508;0,000433975;0,000477524;0,00033489;0,000567218
4509;0;0;0;0
4510;0;0;0;0
4511;0;0;0;0
4512;0;0;0;0
4513;0;0;0;0
4514;0;0;0;0
4515;0;0;0;0
4516;0;0;0;0
4517;0,015594803;0,021300309;0,040734115;0,027562039
4518;0,044084218;0,06649016;0,105515392;0,081229848
4519;0,079144851;0,107022734;0,214716789;0,087930537
4520;0,112641316;0,168165683;0,23475529;0,190565605
4521;0,141268776;0,232713395;0,251673158;0,231995842
4522;0,159773447;0,229349566;0,293026342;0,437878066
4523;0,1704645;0,165745026;0,37973704;0,320399289
4524;0,177644842;0,277791592;0,42356554;0,365578618
4525;0,171206132;0,246722527;0,415077711;0,265663026
4526;0,157789342;0,259838329;0,315833921;0,333452487
4527;0,132215092;0,185701658;0,296907869;0,290560658
4528;0,105082212;0,173166158;0,306419052;0,324167645
4529;0,074475462;0,095261373;0,19879579;0,235677513
4530;0,041985738;0,050167042;0,086441013;0,085018429
